Id,Year,Certificate,Duration (min),Genre,Rating
1134,13,19,46,300,43
1135,13,21,47,112,59
1136,13,5,48,364,58
1137,13,10,107,310,47
1138,13,20,46,385,44
1139,13,7,48,382,38
1140,13,24,76,359,55
1141,13,10,33,251,41
1142,13,24,68,101,58
1143,13,7,54,206,37
1144,13,24,92,267,57
1145,13,21,47,198,49
1146,13,10,64,350,48
1147,51,21,71,3,61
1148,51,24,52,240,48
1149,51,21,27,163,67
1150,51,10,67,391,62
1151,51,21,41,6,22
1152,51,21,43,198,53
1153,51,26,66,271,48
1154,51,18,42,313,62
1155,51,20,34,41,43
1156,51,20,47,186,43
1157,51,24,53,380,53
1158,51,7,66,76,43
1159,51,24,89,300,57
1160,51,24,38,203,39
1161,51,24,31,49,57
1162,51,10,82,45,55
1163,51,20,38,198,48
1164,51,21,51,216,40
1165,51,24,81,341,54
1166,51,10,57,109,48
1167,51,24,99,105,60
1168,51,10,57,51,56
1169,51,24,82,181,57
1170,51,10,33,40,53
1171,51,21,28,145,62
1172,51,21,38,158,59
1173,51,25,85,22,41
1174,51,24,47,172,54
1175,51,21,46,89,47
1176,51,10,76,40,55
1177,51,10,28,224,56
1178,51,10,53,76,49
1179,51,10,76,263,61
1180,51,19,42,300,60
1181,51,24,47,65,42
1182,51,10,27,145,43
1183,51,21,142,84,65
1184,51,24,44,357,59
1185,51,10,45,385,46
1186,51,10,96,170,48
1187,51,24,65,5,36
1188,51,24,70,12,59
1189,51,10,59,331,48
1190,51,24,75,12,47
1191,51,21,18,89,32
1192,51,10,74,13,56
1193,51,21,31,145,43
1194,7,10,78,53,48
1195,7,5,66,10,58
1196,7,21,44,359,50
1197,7,10,43,74,46
1198,7,24,94,300,62
1199,7,17,38,300,46
1200,7,7,24,382,50
1201,7,10,64,51,53
1202,7,10,33,382,46
1203,7,21,38,145,62
1204,7,20,60,88,44
1205,7,24,54,222,50
1206,7,7,32,350,37
1207,7,21,43,313,61
1208,7,0,56,1,57
1209,7,10,52,263,58
1210,7,21,26,3,38
1211,7,7,71,204,54
1212,7,10,90,260,50
1213,7,7,67,267,50
1214,7,20,47,263,41
1215,7,21,137,42,68
1216,7,10,67,350,51
1217,7,24,51,65,39
1218,7,21,27,186,46
1219,7,24,39,7,40
1220,7,7,32,384,52
1221,7,10,49,271,44
1222,7,21,77,213,60
1223,7,24,87,12,42
1224,7,21,38,145,50
1225,7,20,49,359,54
1226,7,19,35,351,46
1227,7,24,45,12,43
1228,7,24,64,5,54
1229,7,10,41,372,47
1230,7,10,38,65,48
1231,7,21,75,175,57
1232,7,10,34,382,35
1233,7,24,72,177,50
1234,7,10,48,7,36
1235,7,24,99,5,49
1236,7,20,45,188,61
1237,7,24,107,48,52
1238,56,24,51,186,37
1239,56,10,72,175,63
1240,56,21,31,3,50
1241,56,19,34,168,51
1242,56,20,48,170,49
1243,56,10,47,65,44
1244,56,24,37,219,51
1245,56,10,47,35,56
1246,56,10,69,335,57
1247,56,7,43,350,32
1248,56,21,63,72,20
1249,56,7,43,345,27
1250,56,20,77,353,54
1251,56,10,48,206,43
1252,56,10,81,112,62
1253,56,17,32,377,51
1254,56,18,22,23,35
1255,56,10,47,21,43
1256,56,21,76,356,58
1257,56,21,62,172,48
1258,56,10,23,384,52
1259,56,21,19,145,57
1260,56,10,55,76,50
1261,56,20,42,186,44
1262,56,10,58,35,57
1263,56,21,76,350,58
1264,56,3,44,3,49
1265,56,10,36,385,49
1266,56,10,26,228,37
1267,56,26,72,201,43
1268,56,19,31,384,45
1269,56,24,53,7,57
1270,56,24,74,12,59
1271,56,21,20,216,45
1272,56,24,41,7,41
1273,56,10,43,397,56
1274,56,21,40,138,60
1275,56,21,29,90,64
1276,56,10,51,193,54
1277,56,24,62,72,51
1278,56,10,48,44,42
1279,56,24,63,7,44
1280,56,10,70,198,56
1281,56,24,61,12,48
1282,27,21,23,145,55
1283,27,10,44,186,51
1284,27,10,32,377,41
1285,27,21,23,187,58
1286,27,10,29,385,49
1287,27,10,24,186,51
1288,27,20,58,65,53
1289,27,19,44,199,55
1290,27,24,52,88,55
1291,27,10,45,21,48
1292,27,20,54,170,54
1293,27,10,38,374,58
1294,27,10,29,398,29
1295,27,21,26,145,55
1296,27,20,32,346,41
1297,27,20,37,61,8
1298,27,24,61,206,52
1299,27,20,58,347,58
1300,27,3,60,41,39
1301,27,10,75,13,47
1302,27,19,25,207,50
1303,27,10,28,392,55
1304,27,24,77,74,36
1305,27,21,49,12,47
1306,27,24,35,74,41
1307,27,21,67,3,56
1308,27,21,57,206,49
1309,27,24,69,12,51
1310,27,24,67,12,47
1311,27,21,39,200,62
1312,27,4,33,65,41
1313,27,24,50,12,48
1314,27,24,32,186,53
1315,27,20,24,228,58
1316,27,10,23,377,34
1317,27,21,64,199,48
1318,27,24,50,12,48
1319,27,12,81,168,53
1320,27,18,34,338,45
1321,27,20,41,351,53
1322,27,20,26,186,49
1323,27,20,45,201,55
1324,27,10,59,17,57
1325,27,21,77,206,55
1326,53,24,47,12,39
1327,53,21,56,172,62
1328,53,18,68,303,68
1329,53,24,35,344,64
1330,53,20,49,76,44
1331,53,5,64,364,50
1332,53,24,44,188,50
1333,53,24,46,347,48
1334,53,10,62,350,53
1335,53,10,76,255,54
1336,53,10,64,5,49
1337,53,24,48,335,54
1338,53,10,47,359,45
1339,53,10,47,35,58
1340,53,24,72,382,55
1341,53,10,42,350,54
1342,53,5,60,35,55
1343,53,10,56,21,51
1344,53,27,55,199,52
1345,53,17,49,199,57
1346,53,5,51,350,53
1347,53,21,59,13,49
1348,53,7,56,76,45
1349,53,10,58,175,59
1350,53,24,50,267,59
1351,53,10,38,345,36
1352,53,10,37,374,51
1353,53,24,61,12,50
1354,53,10,62,331,53
1355,53,17,13,29,29
1356,53,21,31,145,45
1357,53,24,70,358,63
1358,53,20,40,382,39
1359,53,24,82,121,56
1360,53,24,57,344,65
1361,53,20,30,260,32
1362,53,21,68,300,59
1363,53,24,74,7,46
1364,53,20,60,364,48
1365,53,10,29,385,59
1366,53,24,68,13,54
1367,53,10,34,333,58
1368,53,21,28,138,55
1369,50,17,26,382,57
1370,50,10,40,41,59
1371,50,21,56,300,59
1372,50,10,44,170,50
1373,50,21,34,5,47
1374,50,20,69,267,50
1375,50,24,42,381,48
1376,50,7,63,76,47
1377,50,10,31,24,46
1378,50,24,87,267,57
1379,50,24,45,45,53
1380,50,18,35,326,55
1381,50,10,32,63,35
1382,50,20,41,198,48
1383,50,24,70,13,56
1384,50,24,33,245,41
1385,50,10,23,377,56
1386,50,21,49,300,58
1387,50,2,35,145,54
1388,50,24,59,1,36
1389,50,24,50,68,52
1390,50,18,64,181,49
1391,50,10,37,9,46
1392,50,21,65,105,61
1393,50,17,26,298,69
1394,50,24,92,12,44
1395,50,21,34,145,51
1396,50,17,82,41,60
1397,50,24,73,364,60
1398,50,10,50,263,47
1399,50,10,56,345,28
1400,50,10,41,350,36
1401,50,19,54,17,53
1402,50,10,28,13,49
1403,50,20,87,362,66
1404,50,10,33,350,49
1405,50,10,57,39,54
1406,50,21,63,105,62
1407,50,10,26,25,57
1408,50,21,45,145,53
1409,50,21,45,303,57
1410,50,10,62,76,53
1411,50,10,38,3,51
1412,50,20,33,186,46
1413,57,10,47,170,55
1414,57,21,73,356,53
1415,57,7,62,381,48
1416,57,24,62,35,47
1417,57,10,53,206,58
1418,57,24,26,3,44
1419,57,24,38,12,25
1420,57,24,83,350,55
1421,57,24,85,267,57
1422,57,10,103,45,54
1423,57,20,65,206,57
1424,57,18,68,6,46
1425,57,21,41,145,65
1426,57,27,46,350,40
1427,57,24,52,13,43
1428,57,20,53,41,51
1429,57,24,45,41,47
1430,57,10,45,200,46
1431,57,24,19,380,47
1432,57,10,57,198,59
1433,57,19,29,238,47
1434,57,10,57,331,58
1435,57,24,55,40,43
1436,57,10,46,65,41
1437,57,10,27,267,49
1438,57,24,33,206,59
1439,57,24,69,12,40
1440,57,10,41,331,54
1441,57,17,58,206,50
1442,57,24,74,35,43
1443,57,19,36,300,57
1444,57,27,38,145,52
1445,57,24,45,13,47
1446,57,7,38,74,57
1447,57,10,35,198,34
1448,57,10,38,35,44
1449,57,10,66,362,48
1450,57,5,79,263,53
1451,57,24,62,5,33
1452,57,21,45,138,55
1453,57,24,37,12,53
1454,57,24,48,60,35
1455,57,10,51,356,53
1456,57,21,30,145,61
1457,57,20,48,187,46
1458,51,24,76,45,54
1459,51,20,49,267,42
1460,51,24,76,72,38
1461,51,10,35,228,57
1462,51,10,47,279,55
1463,51,18,30,218,41
1464,51,21,27,145,48
1465,51,24,47,72,45
1466,51,10,84,206,27
1467,51,21,21,147,58
1468,51,20,64,300,52
1469,51,19,5,386,25
1470,51,9,22,331,49
1471,51,24,67,72,49
1472,51,20,34,359,45
1473,51,10,45,206,53
1474,51,10,67,170,57
1475,51,21,50,353,56
1476,51,21,27,145,44
1477,51,21,36,90,41
1478,51,21,92,300,59
1479,51,11,60,255,58
1480,51,20,29,398,40
1481,51,20,34,206,35
1482,51,24,103,12,38
1483,51,24,36,3,38
1484,51,21,42,145,54
1485,51,24,28,145,42
1486,51,10,62,35,52
1487,51,7,46,186,46
1488,51,24,56,138,57
1489,51,21,70,106,52
1490,51,7,60,350,63
1491,51,20,32,207,40
1492,51,24,41,34,35
1493,51,21,141,103,63
1494,51,3,61,4,48
1495,51,21,111,350,67
1496,51,24,59,2,53
1497,51,7,43,245,47
1498,51,21,50,245,51
1499,51,10,32,382,45
1500,55,20,38,245,22
1501,55,18,61,173,54
1502,55,10,46,4,42
1503,55,24,44,7,40
1504,55,24,32,86,52
1505,55,10,46,69,59
1506,55,20,38,312,45
1507,55,10,38,125,35
1508,55,10,54,330,55
1509,55,7,54,76,50
1510,55,10,64,300,66
1511,55,20,29,198,54
1512,55,24,108,172,57
1513,55,24,44,138,56
1514,55,5,31,382,44
1515,55,21,38,145,59
1516,55,24,70,116,54
1517,55,21,39,350,55
1518,55,21,36,133,57
1519,55,24,64,350,59
1520,55,21,43,216,48
1521,55,20,38,28,37
1522,55,20,39,359,58
1523,55,24,40,206,54
1524,55,21,36,350,63
1525,55,21,30,145,46
1526,55,7,99,320,54
1527,55,21,31,145,53
1528,55,10,38,21,47
1529,55,24,53,300,56
1530,55,10,47,385,38
1531,55,18,33,145,56
1532,55,10,57,359,51
1533,55,20,30,186,45
1534,55,10,35,329,51
1535,55,10,52,21,53
1536,55,10,32,186,25
1537,55,20,32,186,49
1538,55,20,52,160,59
1539,55,17,47,300,46
1540,55,10,49,380,57
1541,55,20,68,88,55
1542,55,24,57,12,48
1543,55,21,69,10,51
1544,55,24,37,146,54
1545,48,21,36,145,55
1546,48,24,33,338,44
1547,48,10,43,263,47
1548,48,21,28,250,43
1549,48,24,64,12,45
1550,48,17,62,300,48
1551,48,21,34,383,57
1552,48,24,51,196,46
1553,48,21,32,235,52
1554,48,10,31,41,47
1555,48,7,55,4,49
1556,48,21,44,145,44
1557,48,24,73,12,45
1558,48,20,32,368,10
1559,48,19,30,206,34
1560,48,20,58,255,45
1561,48,10,47,206,56
1562,48,21,92,12,43
1563,48,19,61,175,47
1564,48,24,31,5,36
1565,48,10,43,188,48
1566,48,10,77,206,59
1567,48,10,65,347,52
1568,48,10,35,206,50
1569,48,21,59,238,64
1570,48,7,41,76,49
1571,48,10,57,35,48
1572,48,18,56,393,50
1573,48,24,69,13,56
1574,48,21,64,36,53
1575,48,5,43,245,41
1576,48,10,52,88,55
1577,48,21,144,104,61
1578,48,19,78,5,48
1579,48,24,53,12,47
1580,48,7,23,228,46
1581,48,10,67,181,63
1582,48,10,48,41,49
1583,48,21,73,13,57
1584,48,20,30,359,57
1585,48,10,55,186,54
1586,48,10,61,382,52
1587,48,24,35,87,46
1588,48,2,35,198,54
1589,48,10,50,350,10
1590,48,24,56,12,44
1591,20,24,19,41,58
1592,20,10,31,350,34
1593,20,10,67,263,46
1594,20,20,56,334,42
1595,20,21,51,116,50
1596,20,7,47,350,48
1597,20,19,32,225,58
1598,20,10,30,245,39
1599,20,21,25,145,47
1600,20,10,51,331,56
1601,20,21,46,97,60
1602,20,21,21,245,40
1603,20,24,55,29,54
1604,20,10,108,326,58
1605,20,20,73,352,57
1606,20,24,31,235,40
1607,20,10,45,219,48
1608,20,10,75,41,53
1609,20,21,40,3,43
1610,20,24,79,175,55
1611,20,7,63,76,49
1612,20,24,54,300,63
1613,20,20,74,358,51
1614,20,24,64,13,51
1615,20,21,29,145,46
1616,20,20,42,347,41
1617,20,17,53,172,54
1618,20,20,30,186,43
1619,20,7,23,384,39
1620,20,20,57,168,57
1621,20,24,35,188,58
1622,20,24,44,249,46
1623,20,19,59,181,53
1624,20,21,121,113,63
1625,20,10,52,41,43
1626,20,21,24,153,63
1627,20,24,74,245,51
1628,20,20,74,112,55
1629,20,24,42,245,43
1630,20,5,44,263,62
1631,20,5,62,52,55
1632,20,24,39,3,45
1633,20,21,40,199,51
1634,20,21,42,225,49
1635,20,21,43,247,46
1636,20,21,42,110,37
1637,49,10,29,45,52
1638,49,24,63,362,56
1639,49,24,76,5,40
1640,49,5,55,300,59
1641,49,24,64,5,45
1642,49,24,70,12,48
1643,49,24,69,53,45
1644,49,24,33,7,38
1645,49,10,45,41,41
1646,49,10,71,83,54
1647,49,21,31,225,42
1648,49,10,39,380,40
1649,49,10,56,175,56
1650,49,21,29,225,43
1651,49,10,26,86,52
1652,49,24,50,267,50
1653,49,21,16,145,56
1654,49,24,29,357,59
1655,49,20,38,398,28
1656,49,10,47,245,47
1657,49,10,55,245,37
1658,49,21,46,203,52
1659,49,10,72,334,62
1660,49,19,76,5,57
1661,49,10,35,382,37
1662,49,10,67,263,59
1663,49,20,42,186,51
1664,49,10,92,109,54
1665,49,19,33,89,45
1666,49,10,65,12,35
1667,49,10,66,289,60
1668,49,18,32,199,44
1669,49,10,56,263,55
1670,49,7,47,245,47
1671,49,10,28,380,44
1672,49,10,57,12,46
1673,49,5,65,21,46
1674,49,21,42,235,57
1675,49,24,61,13,43
1676,49,20,48,385,47
1677,49,25,53,110,51
1678,49,20,53,188,27
1679,49,17,43,212,34
1680,49,24,55,245,53
1681,49,20,28,37,42
1682,49,20,23,198,55
1683,46,20,85,257,57
1684,46,7,74,373,51
1685,46,20,41,21,33
1686,46,10,55,350,41
1687,46,21,38,138,59
1688,46,5,28,267,45
1689,46,24,46,13,42
1690,46,21,56,175,62
1691,46,24,40,200,46
1692,46,10,88,267,52
1693,46,10,71,206,53
1694,46,17,52,105,60
1695,46,21,43,264,44
1696,46,10,55,385,43
1697,46,10,39,310,46
1698,46,18,33,147,54
1699,46,11,44,74,37
1700,46,19,29,350,50
1701,46,10,36,35,43
1702,46,20,56,88,57
1703,46,24,46,245,52
1704,46,10,52,263,50
1705,46,21,46,245,44
1706,46,10,46,245,44
1707,46,10,52,41,39
1708,46,21,36,86,55
1709,46,21,60,175,60
1710,46,20,36,76,41
1711,46,10,62,35,46
1712,46,21,40,87,51
1713,46,24,40,245,53
1714,46,21,88,175,55
1715,46,24,55,300,47
1716,46,21,55,204,49
1717,46,24,66,44,44
1718,46,21,29,145,46
1719,46,24,53,68,53
1720,46,20,47,41,50
1721,46,20,26,41,39
1722,46,5,63,206,44
1723,46,24,47,74,35
1724,46,10,99,308,54
1725,46,7,21,186,46
1726,46,20,38,267,58
1727,46,17,47,41,51
1728,46,24,52,250,51
1729,46,24,54,350,54
1730,33,20,55,267,55
1731,33,24,61,76,48
1732,33,21,78,177,54
1733,33,10,32,331,50
1734,33,20,31,377,37
1735,33,24,65,3,48
1736,33,7,36,245,38
1737,33,20,19,382,42
1738,33,24,37,186,50
1739,33,5,68,157,63
1740,33,24,57,12,44
1741,33,20,48,203,43
1742,33,18,47,97,49
1743,33,24,63,279,47
1744,33,24,58,7,43
1745,33,2,61,108,47
1746,33,10,36,25,36
1747,33,24,72,16,60
1748,33,24,68,41,55
1749,33,24,62,7,41
1750,33,24,43,370,55
1751,33,10,71,13,43
1752,33,18,42,199,48
1753,33,10,54,350,31
1754,33,24,37,170,55
1755,33,4,39,3,40
1756,33,24,95,182,60
1757,33,20,37,249,46
1758,33,24,86,188,48
1759,33,20,34,359,45
1760,33,24,49,206,53
1761,33,10,60,35,58
1762,33,24,68,105,30
1763,33,20,37,397,36
1764,33,17,46,267,57
1765,33,20,67,345,64
1766,33,24,67,3,46
1767,33,10,76,69,49
1768,33,10,22,186,56
1769,33,24,68,3,41
1770,33,20,62,353,58
1771,33,21,39,145,59
1772,55,10,39,359,53
1773,55,10,61,36,50
1774,55,19,61,199,42
1775,55,10,53,74,49
1776,55,10,28,331,43
1777,55,10,53,198,55
1778,55,10,18,263,61
1779,55,19,36,180,54
1780,55,24,67,43,64
1781,55,17,40,198,44
1782,55,10,47,172,50
1783,55,10,46,41,58
1784,55,24,66,76,53
1785,55,21,35,213,45
1786,55,21,35,245,48
1787,55,24,29,145,52
1788,55,24,28,186,47
1789,55,20,50,350,44
1790,55,10,42,35,53
1791,55,24,98,198,48
1792,55,20,63,339,46
1793,55,21,31,89,46
1794,55,24,35,310,28
1795,55,5,70,170,51
1796,55,20,34,188,52
1797,55,24,72,116,47
1798,55,21,21,147,58
1799,55,20,36,331,50
1800,55,24,88,5,42
1801,55,20,45,333,40
1802,55,10,45,65,34
1803,55,21,44,3,51
1804,55,21,100,356,63
1805,55,24,44,10,47
1806,55,24,25,385,49
1807,55,19,67,88,38
1808,55,17,36,255,63
1809,55,24,56,3,32
1810,55,19,28,250,37
1811,55,10,42,49,40
1812,55,10,61,45,50
1813,55,24,48,5,44
1814,55,7,72,170,55
1815,55,20,26,53,44
1816,55,21,61,180,59
1817,8,10,31,385,31
1818,8,20,30,344,51
1819,8,20,40,42,44
1820,8,18,46,203,48
1821,8,18,28,225,42
1822,8,24,39,9,39
1823,8,5,72,359,48
1824,8,21,38,23,45
1825,8,20,55,172,61
1826,8,20,35,346,60
1827,8,10,29,377,47
1828,8,3,67,206,46
1829,8,21,33,138,55
1830,8,7,38,41,47
1831,8,24,27,245,37
1832,8,10,73,314,40
1833,8,24,34,35,56
1834,8,21,40,145,49
1835,8,24,61,7,49
1836,8,19,17,138,52
1837,8,20,42,263,47
1838,8,24,47,65,52
1839,8,19,69,362,57
1840,8,20,29,76,35
1841,8,24,65,51,53
1842,8,24,64,13,43
1843,8,7,67,350,48
1844,8,19,50,206,40
1845,8,10,48,198,58
1846,8,10,57,267,60
1847,8,10,76,320,53
1848,8,10,49,231,44
1849,8,2,53,5,40
1850,8,3,39,138,57
1851,8,19,35,238,51
1852,8,20,51,267,54
1853,8,24,58,172,54
1854,8,18,40,199,44
1855,8,10,61,170,51
1856,8,20,43,346,49
1857,8,7,36,350,30
1858,8,21,46,89,50
1859,8,7,62,50,53
1860,8,24,56,347,54
1861,8,21,28,145,42
1862,42,10,49,21,51
1863,42,20,23,206,50
1864,42,20,57,211,52
1865,42,21,65,255,63
1866,42,19,29,206,41
1867,42,10,49,350,57
1868,42,19,44,206,55
1869,42,10,26,58,43
1870,42,24,59,76,48
1871,42,17,38,131,31
1872,42,24,68,41,52
1873,42,3,58,10,39
1874,42,21,45,187,44
1875,42,10,28,76,42
1876,42,18,63,88,41
1877,42,21,34,12,49
1878,42,10,43,349,56
1879,42,10,33,233,47
1880,42,10,33,21,36
1881,42,10,70,350,50
1882,42,3,26,245,26
1883,42,10,76,45,49
1884,42,24,32,230,53
1885,42,24,54,5,35
1886,42,5,37,347,47
1887,42,10,38,35,53
1888,42,10,29,382,38
1889,42,10,96,335,56
1890,42,5,57,350,55
1891,42,10,69,360,57
1892,42,18,41,213,43
1893,42,10,27,377,42
1894,42,24,68,103,56
1895,42,21,49,35,43
1896,42,21,48,350,46
1897,42,24,92,347,51
1898,42,19,48,364,53
1899,42,4,21,228,35
1900,42,24,60,350,56
1901,42,24,23,249,42
1902,42,10,78,35,52
1903,42,20,56,335,50
1904,42,21,56,245,62
1905,42,24,58,380,45
1906,42,20,57,168,60
1907,58,19,79,320,54
1908,58,21,41,240,52
1909,58,24,43,206,45
1910,58,24,36,4,39
1911,58,21,66,114,56
1912,58,21,29,145,43
1913,58,20,46,358,49
1914,58,10,47,21,45
1915,58,21,43,11,46
1916,58,24,77,385,61
1917,58,20,35,200,51
1918,58,24,52,12,49
1919,58,20,57,350,42
1920,58,21,41,145,50
1921,58,10,32,385,51
1922,58,24,49,350,47
1923,58,10,61,45,58
1924,58,21,22,3,26
1925,58,10,51,300,60
1926,58,10,27,9,31
1927,58,24,47,3,45
1928,58,26,85,182,60
1929,58,20,59,382,41
1930,58,21,34,213,45
1931,58,24,64,40,53
1932,58,21,52,53,45
1933,58,24,47,41,58
1934,58,10,34,187,48
1935,58,7,75,331,44
1936,58,7,73,167,57
1937,58,10,29,369,38
1938,58,28,43,300,58
1939,58,20,58,267,24
1940,58,10,50,382,45
1941,58,21,51,242,60
1942,58,4,9,338,29
1943,58,20,23,251,43
1944,58,24,45,21,45
1945,58,21,43,142,60
1946,58,24,47,382,44
1947,58,20,51,203,56
1948,54,10,40,245,44
1949,54,10,50,21,52
1950,54,10,72,364,54
1951,54,21,30,89,34
1952,54,10,62,267,54
1953,54,24,61,188,52
1954,54,7,46,46,46
1955,54,19,38,175,60
1956,54,17,62,141,62
1957,54,24,56,35,43
1958,54,10,56,5,50
1959,54,20,35,69,48
1960,54,10,56,248,45
1961,54,3,37,206,52
1962,54,21,29,358,51
1963,54,24,44,221,55
1964,54,10,37,328,52
1965,54,10,41,13,46
1966,54,24,49,12,43
1967,54,7,77,263,55
1968,54,24,68,350,56
1969,54,20,50,198,49
1970,54,20,48,351,36
1971,54,24,41,186,46
1972,54,24,71,392,49
1973,54,20,44,347,36
1974,54,24,55,263,52
1975,54,24,45,300,55
1976,54,7,56,276,21
1977,54,10,27,245,34
1978,54,24,52,200,42
1979,54,21,43,21,44
1980,54,10,55,267,59
1981,54,24,42,3,47
1982,54,20,41,300,48
1983,54,21,33,206,48
1984,54,20,79,313,59
1985,54,10,61,204,41
1986,54,4,67,15,46
1987,54,24,62,172,64
1988,54,10,37,25,49
1989,54,21,28,145,51
1990,54,24,70,3,52
1991,49,4,63,183,52
1992,49,24,28,192,54
1993,49,21,33,138,51
1994,49,24,73,45,51
1995,49,24,44,3,50
1996,49,24,46,129,37
1997,49,21,42,3,49
1998,49,24,67,181,58
1999,49,20,48,331,49
2000,49,7,58,335,59
2001,49,10,35,62,39
2002,49,24,40,170,55
2003,49,21,55,207,49
2004,49,24,49,41,52
2005,49,24,50,7,34
2006,49,10,49,197,45
2007,49,20,43,275,31
2008,49,19,50,5,26
2009,49,10,48,13,54
2010,49,24,43,35,55
2011,49,24,37,188,50
2012,49,24,21,140,61
2013,49,24,37,300,18
2014,49,21,38,7,40
2015,49,21,46,7,48
2016,49,17,77,300,59
2017,49,24,32,219,50
2018,49,24,57,336,46
2019,49,20,32,186,51
2020,49,24,32,172,57
2021,49,20,85,175,60
2022,49,10,72,347,58
2023,49,24,44,7,39
2024,49,19,51,200,40
2025,49,20,55,267,49
2026,49,10,55,105,31
2027,49,19,43,206,59
2028,49,24,48,199,10
2029,49,10,70,5,47
2030,49,10,53,245,45
2031,49,21,37,41,54
2032,49,21,21,145,49
2033,49,24,36,276,46
2034,49,11,52,300,48
2035,49,24,112,17,38
2036,50,10,32,88,60
2037,50,21,59,168,55
2038,50,21,23,239,47
2039,50,21,40,199,55
2040,50,24,50,12,34
2041,50,24,42,350,50
2042,50,18,43,250,38
2043,50,10,63,267,54
2044,50,18,26,138,41
2045,50,20,40,234,45
2046,50,21,32,89,37
2047,50,24,65,2,43
2048,50,21,45,138,55
2049,50,20,52,310,60
2050,50,24,50,3,47
2051,50,21,70,355,46
2052,50,21,29,139,39
2053,50,19,56,267,59
2054,50,20,55,105,60
2055,50,13,41,240,65
2056,50,24,42,9,33
2057,50,21,52,51,53
2058,50,19,51,313,52
2059,50,24,74,3,50
2060,50,21,38,206,55
2061,50,3,52,145,58
2062,50,24,74,74,50
2063,50,10,49,350,9
2064,50,24,58,12,34
2065,50,10,79,175,60
2066,50,10,49,198,37
2067,50,10,16,382,56
2068,50,19,31,188,46
2069,50,21,75,350,61
2070,50,20,47,300,48
2071,50,20,47,21,48
2072,50,24,68,116,45
2073,50,24,60,279,51
2074,50,20,42,29,36
2075,50,17,62,354,55
2076,50,10,38,334,40
2077,47,13,52,363,49
2078,47,24,68,264,46
2079,47,17,39,198,48
2080,47,21,60,1,44
2081,47,10,46,333,47
2082,47,17,59,338,57
2083,47,21,16,145,58
2084,47,21,38,214,47
2085,47,21,35,86,53
2086,47,10,53,186,45
2087,47,10,54,186,48
2088,47,18,43,3,36
2089,47,21,73,3,43
2090,47,21,25,186,45
2091,47,21,50,16,58
2092,47,20,22,331,39
2093,47,10,43,25,52
2094,47,20,49,267,47
2095,47,7,50,263,53
2096,47,21,34,245,40
2097,47,21,66,206,56
2098,47,20,40,25,41
2099,47,10,25,9,43
2100,47,19,42,53,30
2101,47,10,45,382,37
2102,47,20,29,300,30
2103,47,10,30,385,30
2104,47,21,55,45,49
2105,47,10,69,54,57
2106,47,24,80,325,58
2107,47,10,43,263,50
2108,47,21,126,175,62
2109,47,10,42,24,36
2110,47,21,52,53,40
2111,47,24,108,198,66
2112,47,24,54,7,48
2113,47,24,53,235,46
2114,47,7,56,188,46
2115,56,7,53,84,53
2116,56,20,45,263,39
2117,56,21,49,206,55
2118,56,24,50,206,53
2119,56,20,68,198,53
2120,56,21,32,206,50
2121,56,20,62,170,57
2122,56,24,45,55,50
2123,56,7,56,350,55
2124,56,10,40,41,47
2125,56,10,33,103,54
2126,56,21,34,213,51
2127,56,21,70,364,64
2128,56,5,39,198,52
2129,56,24,41,194,57
2130,56,10,55,350,42
2131,56,24,30,12,41
2132,56,21,108,305,59
2133,56,7,67,325,59
2134,56,20,86,347,52
2135,56,10,47,31,49
2136,56,10,68,45,47
2137,56,21,53,145,27
2138,56,20,40,359,41
2139,56,10,65,170,59
2140,56,10,53,138,45
2141,56,24,62,350,56
2142,56,21,24,145,46
2143,56,10,18,350,63
2144,56,21,32,186,44
2145,56,19,51,206,49
2146,56,10,83,360,59
2147,56,10,42,370,50
2148,56,17,37,377,48
2149,56,10,35,3,44
2150,56,24,53,69,62
2151,56,10,42,359,52
2152,56,7,61,267,50
2153,56,21,19,146,49
2154,56,10,66,13,46
2155,56,10,55,40,40
2156,33,24,77,308,50
2157,33,10,38,21,43
2158,33,10,42,310,64
2159,33,20,27,234,47
2160,33,24,45,13,34
2161,33,10,36,382,41
2162,33,24,54,17,60
2163,33,20,84,310,46
2164,33,19,28,186,44
2165,33,11,41,87,39
2166,33,10,30,13,52
2167,33,10,70,76,44
2168,33,21,23,361,62
2169,33,21,7,146,56
2170,33,20,33,206,55
2171,33,21,33,216,41
2172,33,24,50,206,49
2173,33,21,59,112,59
2174,33,21,58,198,62
2175,33,10,47,51,48
2176,33,21,57,114,60
2177,33,7,49,21,44
2178,33,9,115,255,62
2179,33,24,85,21,48
2180,33,21,44,89,36
2181,33,21,42,138,56
2182,33,19,71,5,43
2183,33,20,44,206,47
2184,33,20,48,187,53
2185,33,24,52,5,43
2186,33,21,56,97,56
2187,33,24,31,359,36
2188,33,10,46,267,63
2189,33,20,22,66,43
2190,33,21,70,357,61
2191,33,10,33,246,39
2192,33,21,63,170,62
2193,33,10,51,76,52
2194,33,10,37,55,61
2195,33,10,37,377,55
2196,33,24,37,76,41
2197,33,24,48,221,53
2198,33,19,38,3,40
2199,59,19,51,20,38
2200,59,21,63,198,50
2201,59,21,48,187,56
2202,59,24,39,88,60
2203,59,10,103,300,61
2204,59,7,28,245,40
2205,59,21,56,41,47
2206,59,17,29,331,44
2207,59,20,28,66,30
2208,59,24,41,245,55
