Poster,Title,Year,Certificate,Duration (min),Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review
4353,664,54,18,92,49,46,56,2592,6269,351,3945,1100,410,5003
2757,2895,54,15,19,36,38,33,2583,5894,1905,930,264,1631,3735
2249,2785,54,19,63,161,51,73,853,4517,2381,4430,1048,666,3705
5425,2504,54,19,117,193,57,47,1858,4850,5570,4544,328,1213,5374
5228,6244,45,19,51,148,59,64,1574,406,4380,2438,1220,2410,6250
1315,885,45,18,36,251,52,70,1260,718,5142,2426,317,1225,1445
83,54,45,17,19,22,21,32,2283,6109,4914,4806,477,4625,3131
6169,6119,45,18,37,84,33,49,106,246,2262,3446,647,5518,6224
4285,5216,45,19,14,85,11,5,1947,1318,2717,2666,594,1598,4025
1198,5091,45,18,38,186,40,49,735,2957,313,2781,658,3622,5357
2925,1064,45,10,41,248,42,60,90,3823,652,3908,276,4344,3
3214,5956,45,18,34,186,41,26,1951,1110,4359,1356,747,3799,2175
1069,4307,45,22,46,324,37,38,2516,5252,3483,2589,730,1433,4637
5191,5707,45,19,53,264,46,51,1697,6089,1441,2159,1213,2005,3738
2704,285,45,18,24,366,33,37,1314,224,3379,784,281,1554,1682
3249,195,45,19,31,136,48,54,1154,5893,3964,5617,509,2505,5480
1665,2076,45,19,35,85,27,40,152,3830,4479,4453,319,1411,1203
452,1867,45,19,55,184,5,11,1631,515,4472,4387,669,1569,6365
5858,3143,45,19,111,101,50,41,1516,872,1494,3854,1220,938,6120
3716,5395,45,10,44,365,36,48,1966,4759,3023,892,359,723,390
56,4410,45,10,19,345,29,22,1267,2810,2026,869,369,2437,5782
3034,2838,45,18,63,16,45,36,1579,2091,5314,4827,285,915,2469
3631,994,45,15,11,367,34,15,1170,3456,1451,833,337,5482,6028
1268,2378,45,10,71,169,43,52,463,3722,892,4253,464,5860,6185
5244,6242,45,15,35,336,47,58,792,1980,808,5958,784,5419,2825
3046,3584,45,17,15,3,31,24,1535,1073,1128,8,302,2143,1233
1172,828,45,10,43,34,39,42,100,3994,5850,4009,288,4447,848
6053,5865,49,19,67,331,54,69,1098,473,5585,5053,460,1339,5521
1236,4375,49,17,34,268,50,66,1798,4419,463,6293,636,934,3698
5363,2508,49,7,76,252,34,57,2190,3562,1873,4767,567,255,4679
5456,4362,49,17,38,195,29,14,1755,1974,1312,1456,267,1269,1928
5004,5068,49,19,38,202,39,38,1297,805,4092,2943,301,3562,4730
3866,5078,49,19,67,167,52,65,2554,6308,2753,1907,262,233,1442
3888,4170,49,10,48,184,47,66,1305,2705,2021,693,1150,107,3485
4909,3934,49,17,30,179,44,41,2597,5407,5966,2619,448,4975,4299
1345,2888,49,22,36,40,44,33,192,5325,1269,3016,326,402,736
5876,1274,49,10,17,175,25,16,1769,5011,4612,3377,308,665,1121
309,3500,49,2,30,141,58,83,2545,3952,151,1325,322,998,4795
518,5943,49,10,24,34,44,33,1949,1479,1226,5174,601,4678,2248
421,546,49,18,26,4,41,41,1058,2348,4486,2172,348,1238,1642
5993,6013,49,19,29,224,40,53,2345,4352,5984,5264,1213,3842,4112
338,887,49,7,28,234,32,28,704,176,1938,5548,480,5293,3308
398,5286,49,23,33,195,39,56,386,3301,1722,5428,1213,5562,4787
2936,4464,49,19,30,3,26,33,2384,1716,3507,6208,1145,3434,3673
3104,973,49,17,42,164,43,60,2347,3463,4938,4965,719,2377,631
6271,5672,49,10,63,286,56,65,2398,2571,1941,5301,1233,542,141
5838,3897,49,10,26,227,27,37,1177,3312,3005,4358,741,1283,4137
3768,1731,6,19,50,233,46,38,467,2119,1337,159,277,2103,4907
845,4881,6,17,29,195,45,36,1497,2723,133,2884,655,5086,6019
5402,83,6,17,37,255,41,59,12,2985,5392,126,820,4776,3411
2193,2346,6,18,34,356,32,38,1351,1198,2033,5745,968,5663,2942
3453,5903,6,15,32,317,42,56,2375,1164,4394,2211,594,5078,3079
5851,2355,6,19,51,73,33,34,2292,3859,1281,2174,1067,996,2976
3257,3463,6,10,56,173,50,46,2206,2484,2018,4682,280,3962,4483
4932,4051,6,18,26,195,42,60,2027,3300,2988,3631,338,4083,4293
149,5713,6,10,35,348,47,48,1203,1220,4028,800,325,3666,2549
2535,4417,6,18,36,243,49,71,1933,4815,4666,4737,348,6033,4183
2231,1997,6,19,69,286,45,46,777,4156,2302,3779,1213,5312,2847
1882,3606,6,17,31,252,38,34,229,2968,3775,1922,809,5047,1306
5736,5711,6,18,19,367,33,36,2507,5180,4443,822,883,3218,1821
5358,483,6,18,105,324,59,77,1384,3747,3272,5733,269,453,1885
3097,4678,6,19,42,336,56,42,2590,472,1602,1400,269,4250,298
1568,3476,6,22,49,164,48,58,698,5885,4370,4866,267,2953,416
3862,5105,6,17,35,8,32,30,671,1227,3555,3043,315,6098,1712
1611,3414,6,18,32,261,37,30,776,4870,3505,275,325,3332,3726
2970,3145,6,10,31,223,31,51,503,1764,4918,5042,1010,5542,3957
5828,2577,6,19,24,99,47,65,1644,3660,633,5156,1145,418,4626
3260,654,6,19,40,187,44,54,1784,4080,1306,832,741,6195,3992
108,597,6,18,39,195,50,74,1781,1891,6190,2138,297,162,2614
730,1792,6,18,19,159,53,78,2184,4223,5919,5418,319,3236,1841
3154,5178,51,19,42,207,43,41,2122,1450,1469,3406,883,2466,4579
126,5902,51,17,37,187,43,54,2012,2171,6068,45,1145,2897,979
5162,2435,51,19,36,234,37,38,1265,5966,3752,6078,456,897,1267
137,1569,51,18,35,255,40,18,1272,5294,1630,6235,1100,3334,5487
3049,3937,51,18,34,175,36,63,1492,3703,6318,1782,795,4267,3377
4555,6109,51,17,39,286,46,73,1922,1654,3133,1728,295,1109,2758
1755,567,51,15,41,251,46,67,1742,2850,1166,1823,271,649,5925
602,6229,51,19,27,3,22,19,1964,5836,2200,3665,282,5916,6362
1779,3411,51,3,34,300,43,60,82,4423,4088,1973,596,6170,3178
2956,3158,51,18,41,165,40,61,1581,5193,2307,2236,290,4280,3937
1758,5337,51,18,41,195,40,54,1643,3697,2992,6082,1116,1688,5014
2425,115,51,10,27,287,42,46,1768,2245,972,48,1058,2254,1485
1039,1567,51,17,63,103,47,39,2330,5812,247,1237,572,3980,2037
43,6182,51,18,39,333,31,25,2532,888,5343,1362,1181,5696,3253
6302,6117,51,5,26,255,35,45,393,2632,2646,1019,525,4519,3433
383,2289,51,18,42,40,35,33,1277,2099,788,6190,997,5244,2853
3238,4435,51,18,26,56,45,41,732,636,2625,3820,276,4221,1148
424,4485,51,17,63,164,50,69,1048,192,3046,64,987,716,187
5584,3907,51,22,24,184,36,15,631,2600,3977,1256,438,2136,4305
1282,361,51,18,30,176,37,30,950,5021,6021,4518,300,5522,538
2412,4567,51,18,19,368,35,58,218,6227,2915,3260,301,3336,5452
999,1287,51,22,25,85,21,32,555,2602,141,108,296,1665,1011
6015,3560,51,18,43,336,39,44,1274,2577,1310,3769,708,978,1670
6085,4177,56,18,40,197,46,54,2030,4912,4409,4400,644,3423,902
471,1714,56,18,68,286,40,43,2523,2576,5715,3478,930,792,3873
3483,175,56,19,88,327,53,82,848,3236,1753,642,322,4411,3280
5102,4727,56,19,42,164,43,48,88,569,3107,5214,446,3066,1498
4705,6034,56,23,39,136,42,62,966,3883,645,5835,1116,2409,5838
6301,2209,56,17,38,17,54,63,2162,2860,5665,215,324,3125,2991
5105,409,56,18,38,342,33,53,1073,3237,75,4935,338,2714,3051
5178,3776,56,22,45,168,50,86,214,2793,1625,5951,978,2023,4616
671,4568,56,18,32,20,41,26,216,621,1283,6270,1145,1991,5981
3926,234,56,17,31,20,40,31,300,4838,4390,5473,297,1859,4222
6116,5175,56,17,43,336,39,42,2536,3746,4440,5688,269,446,2547
775,1645,56,18,26,175,13,21,1754,4009,2272,2856,1213,2747,3618
4083,685,56,4,21,222,36,55,1313,4622,3951,2831,295,1594,473
4387,5334,56,18,27,186,45,41,1839,1424,2819,2891,1220,4175,5848
1392,5410,56,17,48,317,38,31,1767,1237,200,2602,358,4408,4571
1037,3874,56,10,43,34,35,34,553,436,5216,4492,472,2537,637
2182,1558,56,10,48,366,29,23,2039,5621,3751,6381,511,3360,3969
5899,1455,56,22,40,320,52,71,925,3951,5424,2263,436,165,5019
3370,6216,56,18,23,324,53,83,1939,2908,5032,4118,365,1511,4836
2416,6026,56,23,32,234,41,50,2472,4664,346,4732,1048,4262,5189
5573,3316,56,18,39,175,37,35,1339,6251,5987,6204,437,1098,3136
4228,5729,56,3,43,195,41,58,1714,3673,3278,4386,277,1260,841
317,1631,56,18,38,267,52,51,2042,5630,5855,4427,333,6115,6375
4785,421,56,17,32,98,46,64,1194,3903,4816,1052,630,1317,5651
3538,4276,56,22,37,12,42,57,1307,4688,5686,6237,792,5813,3226
3853,1788,48,10,42,361,40,37,2599,3331,2839,717,1116,642,2471
812,5452,48,22,42,40,39,42,459,4254,4567,162,332,3391,3780
104,3869,48,18,16,195,50,75,2014,1425,640,5898,719,5495,1723
6089,5927,48,10,30,366,27,11,1062,1470,3025,3586,603,3652,354
3828,5432,48,17,44,276,62,76,1364,6274,2291,5285,752,6045,6213
1216,6050,48,7,51,214,32,42,28,5765,3151,1945,583,2826,4927
823,5566,48,22,71,251,39,49,1013,2405,1154,5381,968,3157,4760
349,2244,48,18,33,332,35,44,2033,4773,629,5172,302,653,1562
3800,674,48,7,26,366,13,42,2307,2354,1721,772,631,2177,3117
569,1283,48,17,50,195,35,29,542,3568,1170,401,347,3322,1202
1833,337,48,18,35,157,52,83,2277,5096,4566,2900,445,4275,3384
4522,4786,48,18,44,169,39,32,1256,3449,1631,5770,719,5921,2798
926,966,48,22,35,234,39,39,143,3925,3892,2972,285,3492,2179
3354,5068,48,18,34,173,37,44,2543,2473,6055,5433,282,2365,1805
1697,5854,48,22,26,136,56,68,2288,5403,4234,4607,1100,408,745
3618,5806,48,22,16,210,24,23,1217,4299,363,1905,285,2425,2929
3666,3772,48,18,45,339,47,49,1332,6139,1146,5780,281,3886,4341
253,5908,48,18,38,217,31,57,1299,2183,4899,4474,1229,1060,5172
5566,2637,48,18,39,196,38,46,479,445,2985,6160,633,1649,1370
4820,937,48,19,21,3,30,40,1488,147,5055,988,452,1478,5665
809,4662,48,19,58,348,55,56,693,2320,2929,6031,326,2980,1492
3729,2274,48,18,11,369,42,53,588,6295,3187,4442,289,4741,243
5106,1557,56,10,51,361,16,32,1214,5192,2811,1738,525,5113,6282
4901,2548,56,15,42,159,33,41,1051,4232,1300,1830,291,5720,1288
4163,5852,56,22,56,254,40,43,493,4091,4328,2498,299,5036,5069
1299,5803,56,19,26,195,54,84,1461,6342,5692,2451,1213,5795,4146
2706,2140,56,16,29,85,33,39,2570,3844,5752,2126,883,4017,3858
3658,4972,56,18,24,317,34,56,1494,5494,2168,1562,453,2504,2462
4480,4852,56,10,39,319,29,29,427,1843,2422,5168,268,2586,122
2307,4060,56,17,25,317,26,18,749,4434,1007,1913,1010,478,1307
4337,4904,56,18,40,264,38,42,2326,2358,810,5184,809,97,356
6119,5303,56,16,29,84,44,51,2430,5317,813,737,1229,1706,4524
4979,180,56,9,28,92,35,42,2367,4864,5344,2827,773,2008,6315
1647,4992,56,18,40,339,40,50,2101,372,3191,6056,342,265,2090
3935,1991,56,10,20,369,36,45,2358,2561,5814,4394,933,2055,1411
5646,311,56,19,19,238,40,35,1189,861,627,1624,893,949,1395
6323,1362,56,22,34,131,49,58,2428,4038,1008,5133,277,4006,4899
2229,5570,56,16,39,336,38,12,1726,3840,77,212,272,3009,2321
4080,2064,56,10,31,369,42,34,2507,1587,4726,4374,347,835,930
4314,5987,56,18,29,175,38,18,2363,1731,4772,1433,268,3723,2203
1822,5125,56,19,60,301,45,40,2118,6245,4857,519,505,2396,3762
1486,3146,56,18,35,234,36,27,975,3353,4211,5034,1181,2188,5589
609,97,56,19,30,136,46,48,2127,2869,780,2743,527,1727,2302
1141,2900,56,18,45,194,40,61,558,3270,3986,1800,286,1387,4422
3478,2386,56,10,30,269,46,67,1113,3132,4540,2259,507,1844,4727
4497,4504,56,18,19,286,32,48,1589,87,2074,2655,371,351,2095
5227,5850,56,10,20,234,41,38,1678,4370,5518,1602,1042,5018,5672
88,2202,56,18,33,224,49,46,1377,3064,2710,3593,336,3175,1027
3804,5506,56,24,34,333,27,51,1816,451,583,1983,332,1096,5692
5672,6102,56,10,39,336,23,12,2618,4339,646,629,851,1476,3531
2321,535,56,17,30,19,32,37,1469,2446,2275,1746,1076,1135,5084
1789,428,56,17,32,286,49,62,42,4123,1844,4495,305,4233,1655
3886,5320,56,16,44,286,49,67,1137,121,1907,3644,1048,6078,5381
818,6066,56,16,49,162,44,34,2434,2881,1336,5270,861,664,650
2239,4772,11,17,32,4,37,30,1700,4983,3142,1443,1058,476,4350
1938,4111,11,17,26,70,23,19,468,2129,6123,5004,942,965,479
3864,3571,11,19,24,176,24,11,50,820,3655,5129,951,1497,5051
2924,450,11,18,45,72,25,20,349,2268,1889,2764,644,5860,5190
2989,4082,11,19,48,188,46,32,1623,2333,2153,2080,435,733,2073
2430,4184,11,12,28,144,47,47,957,6199,1133,5272,459,5147,5229
3099,2709,11,17,31,195,45,48,1342,3211,3831,5959,1108,4119,2502
4581,3391,11,17,23,239,40,15,296,1829,1603,1601,1213,3291,4151
4204,5401,11,16,41,270,61,77,1171,1736,1930,308,1220,5442,1245
1158,2141,11,19,29,136,32,34,2447,5211,3565,3477,1132,2327,2661
49,4655,11,18,41,251,45,38,924,958,2034,532,799,6075,4434
2555,4637,11,19,48,299,43,60,1843,3869,4921,2776,633,5139,2972
5069,2733,11,18,32,40,31,43,2364,9,6037,497,523,1561,424
5341,2498,11,19,113,312,57,77,43,5776,3640,1281,267,6124,2050
2311,6041,11,17,35,288,53,73,1857,3450,4071,365,595,3945,5233
1739,2434,11,19,22,350,42,45,1278,1189,2027,2810,1181,4269,447
1944,258,11,19,27,6,29,35,841,158,2535,2515,296,798,2620
4265,2812,11,18,25,195,45,68,1852,906,5382,4859,1090,4198,4986
1528,3613,11,17,39,195,40,51,233,6080,3947,285,317,5618,352
5937,6183,11,15,45,286,53,78,1413,3680,3134,1565,458,364,3425
6380,3409,11,22,53,293,44,10,74,156,4441,876,357,5491,6284
2203,6115,11,17,33,163,32,21,1751,4804,3522,3508,450,4669,1289
4074,901,11,18,65,324,37,29,1255,4566,3459,6060,436,4987,825
6376,2118,11,17,24,183,17,17,734,6212,3734,910,1223,2772,1578
175,6138,11,18,41,187,50,67,490,4258,5233,2638,617,1093,1666
5549,3006,11,8,30,286,14,60,1681,1917,3207,3496,361,1167,2107
4063,6178,11,19,41,17,48,55,2591,1583,3523,5112,503,2403,656
5133,4526,11,16,27,136,40,46,2462,1941,4433,1648,532,504,4996
3857,2714,11,18,23,210,35,43,1102,463,2317,2154,940,3645,3553
418,1300,11,17,20,324,37,32,929,1552,2908,3815,366,275,2739
3068,5440,14,17,44,298,39,16,927,4105,1487,1681,279,1759,1839
2029,5430,14,18,33,369,39,42,2440,2949,1944,1232,1181,4554,6033
1763,5280,14,10,31,354,38,29,1616,4344,582,1431,1132,971,2937
1143,4891,14,3,40,251,36,27,528,1547,3754,2908,438,2666,1957
90,2247,14,17,46,161,36,24,302,4040,3776,5513,1076,3193,536
3014,1678,14,18,31,72,28,32,2364,788,610,181,264,5382,431
3721,440,14,19,101,85,45,62,1696,3026,2918,178,309,2195,2325
2099,4888,14,18,11,286,33,59,2375,5400,1445,531,1123,3167,2131
3084,3730,14,17,59,44,37,39,167,1269,3561,413,539,2170,2884
6123,964,14,18,36,21,30,37,633,5898,5354,846,532,1886,4686
1080,2987,14,16,39,189,35,31,1868,3066,4140,5861,287,3303,3300
486,886,14,10,40,156,49,80,1597,4187,4724,5995,469,5289,493
6308,4403,14,10,50,337,46,59,237,3913,1455,4176,326,5387,5021
2178,280,14,0,40,5,47,80,1005,5098,5862,2294,537,3763,4094
2088,5394,14,10,49,72,44,49,2144,110,1037,262,505,1420,3184
5602,2763,14,18,52,184,31,35,672,994,824,379,351,5121,2731
5344,3511,14,9,27,136,40,36,2572,5187,1001,5562,275,2582,1056
2544,4317,14,19,45,176,45,49,2294,2044,3038,4900,1137,5863,1330
2305,5123,14,17,17,365,30,24,565,4632,4204,790,301,1694,2346
5173,2787,14,17,32,234,31,28,104,2598,3033,333,323,374,214
848,6131,14,15,40,369,39,37,909,3036,2193,5339,1202,5826,3533
2268,3618,14,10,43,241,40,52,979,2120,2831,1542,951,1734,4480
1442,817,14,16,53,169,47,74,1067,31,2838,5491,1100,1158,6231
3615,5583,14,17,58,195,45,55,2070,1878,1284,1169,312,3356,4515
2119,1447,14,19,54,99,51,57,784,4748,5293,3220,443,5890,6135
4833,1720,42,19,52,52,42,35,930,2203,1756,3435,1100,3744,3130
6121,422,42,16,29,85,26,20,315,2342,3367,5649,321,2553,4568
2873,760,42,18,24,115,18,8,1185,2715,3816,821,725,3042,2766
2670,1335,42,18,52,157,50,69,483,1674,5169,3485,628,1823,29
988,4321,42,17,49,324,32,37,2400,1241,2632,6194,308,1669,629
1909,4491,42,18,46,195,42,47,2383,3967,2909,1466,978,5462,5362
313,2677,42,17,34,43,21,15,2535,3572,128,5080,656,5668,2287
2419,4624,42,22,33,175,32,33,226,4182,4330,1792,297,1730,3773
4809,5625,42,7,17,131,50,60,1465,5804,4462,3514,473,1156,5204
2167,5120,42,7,30,177,41,50,2375,2010,4667,1910,613,5120,4782
2888,5034,42,18,35,317,33,57,2440,5385,3562,3470,480,2958,5479
863,5977,42,18,53,309,40,30,1563,32,825,5162,1042,5576,1638
5725,2540,42,24,36,49,36,28,1303,3185,1618,3265,484,4981,5786
5443,4344,42,10,36,37,36,29,2169,804,4157,3296,1188,2186,2843
1598,2850,42,17,37,177,24,43,2523,6071,649,4514,708,4059,5798
6072,11,42,17,52,360,47,37,2520,3880,5749,3791,264,4721,5704
4339,3735,42,18,40,251,34,25,61,1860,3972,473,263,4491,5192
4,237,42,18,32,187,35,43,1206,3385,360,4747,851,5709,4586
5302,685,42,19,21,175,40,27,1945,1029,4040,838,1145,1445,3156
4862,621,42,18,63,177,49,70,1455,5598,1324,6140,851,1220,3370
2265,4824,42,17,45,286,37,42,2523,3390,5708,5769,741,4342,1965
5607,4186,42,17,18,343,26,20,20,3314,373,3953,494,909,6127
2371,5890,42,18,34,345,29,38,628,5185,1318,1964,273,5338,1644
932,537,42,16,24,136,34,35,2359,3530,3369,6243,303,8,5103
3983,3954,42,19,24,234,43,39,567,831,5710,2744,655,2108,3667
918,4061,42,10,19,366,30,30,1645,3219,3583,1224,281,3942,2541
11,999,42,25,29,5,33,41,1320,1468,5363,6324,829,1632,762
4680,5297,51,22,27,156,45,73,580,5101,4383,3133,506,179,6102
4954,851,51,18,18,20,36,23,732,1302,3821,5755,1010,5627,1691
456,1602,51,17,41,336,51,77,2466,3267,4371,3898,631,5516,5753
2279,223,51,18,31,187,39,54,2233,1809,1611,1201,730,3724,359
6258,4811,51,17,32,364,32,29,588,6294,4723,5938,296,1527,3148
4317,5922,51,10,30,369,38,42,2295,2603,4071,4848,287,960,6399
2094,2099,51,22,67,252,54,33,991,182,3043,4789,342,423,3631
6044,4656,51,18,33,333,39,50,878,1161,4900,3825,829,178,943
3922,4449,51,18,31,368,36,36,752,3915,3377,1947,508,2728,4530
5095,5969,51,19,19,228,41,62,862,1766,6040,1385,277,4549,5851
2988,2345,51,17,34,184,41,64,1199,1851,181,4507,583,3648,1334
4665,3194,51,17,22,20,34,24,631,4025,4646,5814,319,2741,3341
2177,1694,51,18,63,34,49,59,515,4607,6287,3025,281,3238,1441
5950,6174,51,17,64,17,44,66,1385,6031,3524,5445,271,4783,4630
3748,429,51,22,76,189,50,55,715,3112,4163,2042,1188,4687,3463
1790,3475,51,5,42,80,44,45,127,2883,6071,4445,273,4144,5527
4831,1393,51,16,40,293,46,52,1234,3639,969,3235,1166,6028,2458
2935,3047,51,10,52,336,45,71,1792,1521,4904,2803,600,3876,6094
5141,3830,51,18,39,229,40,48,1280,2503,641,5557,1010,1295,2143
3485,4010,51,22,48,3,40,51,559,2429,450,6024,348,2018,3386
898,2999,51,18,33,264,23,17,2025,1769,100,2648,450,517,6210
4426,6153,51,18,22,189,50,55,886,4683,4782,640,1181,89,6291
1183,4938,51,17,29,187,36,43,161,491,3817,3033,267,2877,4746
1225,1697,51,19,47,5,39,40,1262,1486,4750,5022,342,6112,36
5027,4211,51,10,34,187,41,59,589,2790,4931,1098,851,2074,1347
737,22,58,22,36,51,44,56,2052,808,911,2700,500,2749,2733
1108,652,58,10,47,50,40,46,150,2936,2385,20,1159,5240,3743
3574,2375,58,18,37,220,63,52,906,757,6248,1324,0,4087,4295
1939,3142,58,7,60,374,33,28,681,171,3635,1180,503,1536,3426
3401,909,58,18,25,345,34,25,706,4512,5743,843,578,721,3153
1835,1701,58,19,45,157,46,64,2332,4196,4863,5411,337,468,4208
3162,672,58,16,44,288,42,45,195,3369,3785,1924,1048,1754,5650
825,3028,58,18,40,251,31,17,2286,3191,1488,6152,1202,567,1779
6076,1230,58,18,39,40,45,29,1057,3489,5545,4578,480,17,3920
5499,905,58,17,34,82,36,32,2432,3648,2210,82,1175,1782,5373
6294,3343,58,22,28,217,34,57,978,3688,1327,1843,883,1621,3596
1830,2192,58,18,36,227,35,43,1216,1749,604,2722,1195,5602,5797
2411,1999,58,18,45,170,44,47,1310,1693,1471,5279,741,5786,4367
1686,1399,58,17,44,20,35,34,2363,4656,5045,5602,262,1015,2204
3391,3949,58,3,43,170,52,82,2377,2940,3961,1329,279,1354,3623
1693,389,58,18,24,143,50,81,680,943,5566,1023,344,4034,11
669,2024,58,18,37,34,50,48,517,4231,6103,2787,461,3419,5146
5398,2188,58,18,38,34,47,69,520,413,101,415,851,4366,1530
4860,3523,58,17,35,195,33,39,884,2729,2044,2050,987,3902,212
5693,5864,58,18,46,336,48,79,1694,3885,4942,6338,316,4407,5416
3266,4875,58,10,43,40,42,52,463,1194,2510,849,278,4166,1412
501,2260,58,19,32,188,38,48,2445,4330,2846,6361,951,4756,2239
2768,1620,58,3,43,187,44,46,1938,3521,3978,609,653,3182,3906
4797,4903,58,18,24,251,25,38,1786,2286,84,2524,316,1314,3514
2550,4898,58,12,39,7,46,62,890,3057,130,4934,1123,3063,3170
2456,4834,58,22,62,159,40,42,252,564,3979,534,263,4838,4643
2667,4475,58,10,49,252,38,55,2124,4167,3310,664,1159,5534,3748
788,2564,12,18,20,3,34,49,1191,5254,2049,4422,1123,574,2634
5878,5224,12,19,22,23,30,31,888,2428,4049,113,281,5330,3195
5232,4036,12,15,89,134,58,78,1568,3404,977,4513,1207,427,2723
6283,1659,12,9,57,3,39,62,1356,3407,374,1683,329,785,3854
6266,1180,12,18,52,255,44,50,2159,3652,2386,1459,279,4877,3192
6317,100,12,19,49,161,44,61,2377,3086,3116,1769,356,4770,2986
1562,5302,12,18,25,189,48,59,393,3955,4033,1814,1195,2227,2295
1866,1124,12,0,12,248,42,68,1910,3325,3212,1863,301,1627,5647
4179,4025,12,18,27,187,39,38,1953,2356,2841,4645,1067,3090,6239
2784,2464,12,19,45,19,52,61,2596,2431,4046,6369,1150,4989,1645
3757,3888,12,17,36,285,62,58,2156,483,3628,3560,1181,5001,2128
1460,5033,12,15,32,255,27,13,913,627,1462,4657,1010,2748,3609
4107,1411,12,17,52,192,37,56,387,4510,3482,190,363,3910,1070
2675,958,12,17,34,299,42,30,339,6318,5155,2264,997,4905,2672
4181,5052,12,19,39,161,42,45,1997,4198,467,2789,629,5368,5157
268,5228,12,18,65,336,48,56,1745,119,3646,3852,302,895,196
3472,3445,12,18,26,72,15,24,451,794,3780,4824,622,3676,3950
5520,1614,12,10,17,19,44,58,2180,6054,1288,5596,1145,4780,5711
187,401,12,17,54,161,51,55,635,1501,3658,2977,329,1032,5411
5,3512,12,16,7,294,52,86,492,3220,1483,4558,1100,3665,2592
370,4993,12,18,45,345,40,51,1441,2813,1299,1262,1145,5931,2195
5077,5361,12,19,45,205,36,40,1629,3256,3915,3072,288,6244,4810
4067,2688,12,18,39,195,48,69,1021,3866,6052,6401,477,1707,1363
2455,2190,12,18,44,157,42,28,2099,5576,5411,65,1116,1732,1531
1633,1255,12,18,19,255,53,76,928,2474,5145,1299,496,2100,2751
1762,967,12,25,41,201,24,35,809,1990,4934,5354,459,4456,2226
3063,1396,12,10,33,9,41,56,1332,1485,1584,1062,997,489,6299
4560,6214,57,18,50,20,53,68,2408,5759,4533,5179,336,2075,6361
4414,3246,57,16,30,111,38,48,1120,3963,3529,3850,1090,2329,6162
1771,2695,57,15,24,314,54,83,866,4842,3419,1687,310,4686,1338
5413,2321,57,22,46,20,40,37,1250,347,331,4471,1031,3688,2992
3509,2502,57,18,38,177,42,71,1793,4985,2149,1982,458,3514,5300
5902,5640,57,18,40,195,48,45,2072,1712,103,6292,799,3250,5712
1537,82,57,22,42,251,37,10,1287,105,5658,4632,370,5118,5410
3597,6085,57,17,35,317,33,23,841,4291,4478,2749,569,5337,2358
4714,2699,57,18,47,187,39,65,2375,4195,784,589,331,393,5114
1464,5962,57,17,21,234,31,20,331,2152,2822,1595,317,2744,2313
1089,674,57,18,29,361,25,15,881,4331,3060,4606,464,6085,1076
933,5349,57,18,32,264,26,19,769,2074,344,4227,460,4745,5399
1224,5416,57,17,36,224,40,46,1955,4887,3827,4125,263,4091,4497
6362,3223,57,22,42,34,37,46,1246,4695,623,5686,809,3002,6025
2674,420,57,24,43,332,42,60,834,5805,2630,28,620,2017,1869
1124,3723,57,22,40,70,35,27,180,6083,4878,3056,540,3578,2617
5471,4612,57,0,36,136,48,68,1531,577,2041,6119,449,1662,701
2788,2608,33,10,40,243,52,74,1941,1992,5097,2824,318,556,5254
4967,553,33,16,10,131,56,58,1418,659,4758,3146,345,2818,1248
2700,3418,33,19,36,379,42,48,1272,4175,2197,397,271,3944,4171
682,2143,33,19,47,195,51,79,1214,5394,998,3175,1076,5296,5805
1074,2720,33,18,31,72,30,17,568,3076,4910,417,909,1905,4004
5743,2172,33,18,34,175,22,34,346,2437,3784,3733,820,2090,1527
976,5942,33,17,75,286,40,46,1792,4937,2290,3772,298,586,3055
4264,1768,33,18,48,255,53,74,270,5464,997,3345,266,5223,5227
2054,506,33,17,50,30,34,30,1203,359,4455,6148,364,1485,1450
1511,3503,33,18,28,369,35,41,356,1564,1622,1021,1166,2959,4463
5147,5871,33,15,29,187,51,51,46,4704,2265,3923,357,2454,2699
4377,1622,33,18,34,3,37,33,733,2334,3021,1475,745,5206,1719
2085,185,33,22,41,336,44,64,2503,1550,6038,5536,267,6206,313
2424,4584,33,18,57,187,44,52,1571,4403,1329,6172,851,2384,1592
607,1168,33,17,17,25,14,33,498,4011,635,5006,666,1599,6236
1000,5183,33,19,38,336,56,69,2080,2362,4975,1127,441,6042,4074
2991,5384,33,19,16,214,55,68,2597,4211,4695,3885,295,3783,371
478,4643,33,18,35,215,41,36,2019,3293,1435,6050,686,1940,2568
3902,1288,33,17,28,175,40,58,125,3588,2035,2546,439,3847,1875
3705,1197,33,18,14,361,24,41,2093,350,4909,5778,370,2669,4871
5913,1829,33,16,27,208,37,28,2199,4186,5737,5242,1166,2159,1063
752,4339,33,17,30,35,15,10,140,3630,2521,6043,312,4996,4525
571,5344,33,19,26,3,34,29,944,5669,4324,4220,264,963,5500
676,5468,33,22,53,195,40,56,2218,231,3068,3675,532,4995,4081
4255,4393,33,18,34,350,39,50,169,3753,1854,3655,466,4748,1915
3165,2011,33,19,51,136,36,43,853,2005,4271,4539,997,1899,3837
6125,3213,33,18,27,332,29,24,10,1153,4911,5739,1067,2417,3408
1240,2757,33,18,39,159,37,52,488,1010,6050,1365,940,3080,391
198,3505,33,10,34,356,27,28,1641,1698,2294,1723,285,3632,3750
