Poster,Title,Year,Certificate,Duration (min),Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review
5266,312,57,22,70,34,39,48,1699,2470,6290,5832,24,2594,3779
5303,1195,57,17,32,286,53,75,989,3744,1302,6213,820,3229,3926
4773,5839,57,25,34,136,48,76,652,5179,1211,1779,1235,5280,5419
5721,3546,57,22,41,13,43,55,1093,2092,5671,1288,608,1921,1468
2183,5912,57,7,34,70,53,60,1503,3847,1996,4894,100,3698,2780
6196,2204,57,10,34,34,40,36,2368,2634,5623,435,307,1768,2272
4455,3374,57,10,62,348,44,58,1255,1233,3426,3428,530,1691,2701
4675,515,57,5,75,251,49,53,678,2693,1387,26,1169,5589,1361
3066,5563,57,22,58,5,29,51,602,3623,2663,3017,619,5096,5889
6079,3705,57,19,41,131,51,67,658,868,1518,4047,80,1914,3693
1066,1524,57,22,33,12,49,69,1219,3647,1262,3944,623,1467,4494
2693,1849,57,22,44,58,31,28,1623,4546,2560,6210,912,1234,4062
1743,3251,57,10,47,342,49,60,1745,3035,5679,4064,478,1342,1007
1767,5772,57,19,26,136,57,81,1251,446,5074,6023,892,4016,2127
4267,3661,57,18,44,176,42,38,189,2108,2300,1263,289,2574,2491
6018,6023,51,22,72,44,50,58,2028,4166,1197,5459,1054,334,2199
1908,4871,51,18,45,255,38,48,2179,3979,5507,4419,325,5966,6302
2741,2201,51,22,72,68,34,47,150,1836,2788,3218,130,4746,48
5812,351,51,10,31,217,53,48,1250,1427,663,5704,668,2334,4111
3782,769,51,10,43,267,51,57,1473,3797,4974,5668,452,3755,3225
2987,3179,51,16,26,207,37,45,1072,2382,6172,3162,772,4421,3835
2111,2846,51,19,23,136,44,54,723,5998,2492,5119,295,5984,4281
1655,4477,51,22,43,68,41,59,1318,433,3944,1004,166,3007,4756
649,3998,51,10,80,195,23,20,1741,5391,5873,6328,471,4576,1552
4753,5146,51,19,17,138,54,81,2155,3052,2938,1108,539,5213,2291
277,4654,51,18,60,286,48,67,1564,2554,3369,4232,288,3686,3664
1262,5686,51,17,2,370,21,54,550,2766,4444,3289,459,1284,857
5463,3881,51,9,18,317,45,76,2164,4408,4257,1289,688,1849,3282
4008,5220,51,22,63,68,45,40,1473,3798,4671,5259,212,3026,253
716,6005,51,18,30,345,41,65,399,3916,3982,2019,491,952,5198
3889,4864,51,10,41,195,49,68,2565,570,1193,993,928,5157,1754
4214,5221,51,10,63,159,53,46,1430,5751,5033,4522,610,4286,2526
6093,6127,51,19,46,339,52,69,1983,2197,242,6313,437,6228,5392
3743,1268,51,19,23,136,40,42,1466,4843,1232,3773,363,2622,1082
2121,530,51,19,32,86,37,44,2148,2568,3593,4128,458,6213,5182
5691,4693,51,19,88,286,55,71,2376,1385,6257,1702,465,4534,340
1254,2782,51,11,56,243,54,55,132,4544,3336,2750,676,6193,373
5645,5422,51,18,25,379,36,70,1450,3239,6057,3094,265,4894,3579
2108,5786,51,22,99,12,34,25,1699,3990,3320,6206,1066,3895,516
258,961,51,22,32,3,34,45,1682,840,1819,5623,973,1996,5293
1060,3073,51,19,38,136,50,58,513,630,3762,987,523,3004,1177
2495,4141,51,22,24,136,38,33,1401,1463,2396,1188,1067,1104,4753
4499,333,51,7,42,175,42,36,1004,2599,2760,4317,704,1067,5733
482,2303,51,22,52,131,53,73,286,1261,3321,5108,1199,2951,5526
5041,4627,51,19,66,101,48,55,2144,4149,3051,3553,280,705,827
3808,3587,51,7,56,336,59,88,492,4613,327,4625,743,5331,90
6040,1412,51,18,28,196,36,55,2079,3326,624,1959,311,1315,3119
2469,1179,51,22,37,33,31,35,1623,514,2258,1018,1184,2098,5637
3811,610,51,19,133,98,59,83,2590,974,2570,2281,718,5057,2282
6187,1499,51,3,57,4,44,61,951,4386,2215,5979,188,3984,5426
7,3297,51,19,107,336,63,73,879,4823,2858,645,834,1054,3824
719,1539,51,22,55,2,49,57,211,2601,2336,4612,568,3558,1575
1567,3987,51,7,39,234,43,55,455,6351,5149,5750,344,4696,4886
2277,3408,51,19,46,234,47,46,814,2121,5287,428,314,2002,5314
1484,5590,51,10,28,366,41,48,1558,4629,1199,5836,881,3314,3415
1439,3958,55,16,57,162,50,54,2028,1545,3059,4690,282,2256,3870
3685,4432,55,10,42,4,38,19,1886,3774,1974,2244,572,806,6352
1218,1011,55,22,40,7,36,32,1536,5327,2949,4694,807,3025,4908
888,467,55,22,28,82,48,44,1089,4354,2592,1998,758,5270,3206
4928,4631,55,10,42,66,55,66,1925,4057,4352,5987,1039,1951,2716
5909,662,55,18,34,298,41,44,1308,4578,3889,2064,498,4860,4945
2902,4926,55,10,34,118,31,31,701,3849,4377,809,507,2262,4719
1477,4404,55,10,50,316,51,76,2443,3109,3706,5280,1005,621,953
132,1565,55,7,50,72,46,49,2203,1032,2671,5901,426,2318,4773
2537,895,55,10,60,286,62,68,1805,6341,258,6314,748,2091,2841
5353,1771,55,18,25,187,50,47,746,2337,712,4245,446,3851,6115
5981,4549,55,22,104,161,53,70,1637,3726,3697,220,1062,2009,4428
1317,5063,55,22,40,131,52,70,1290,4491,2945,2338,804,5934,4275
884,447,55,5,27,366,40,32,1225,4764,440,6126,699,2930,12
1238,5774,55,19,34,136,55,77,1337,5972,2852,6100,34,1435,4818
2360,1594,55,22,66,111,50,59,610,1688,4494,3878,1017,767,3320
2761,186,55,19,35,336,51,28,28,3926,2220,5717,1190,4621,2873
4649,1719,55,19,32,126,53,73,796,6171,4608,1636,604,4802,1147
3438,4832,55,22,60,336,55,62,1336,5500,3874,3805,844,2809,809
5493,1618,55,19,39,205,44,44,386,5667,5879,6344,281,3411,6186
3816,5185,55,18,35,345,54,54,285,1095,3940,2855,750,673,5037
4632,3086,55,22,36,195,50,76,1871,982,5304,4431,358,3202,4189
5163,1575,55,19,32,336,59,80,1385,6028,1404,5816,661,3583,2530
1679,5808,55,19,26,136,42,48,1782,6165,6122,2502,352,3256,716
2463,4072,55,7,95,306,50,72,1637,260,689,4113,676,4011,4808
2843,786,55,19,27,136,49,62,1601,705,4126,3376,689,2282,605
5142,624,55,10,34,20,43,41,2509,1673,860,3090,298,3510,842
3537,3018,55,22,49,286,52,82,1496,5700,6256,116,665,3222,3803
77,6154,55,10,43,369,34,39,1785,969,3513,3730,1106,1766,1296
5948,2817,55,16,29,136,52,64,720,2438,1802,4629,1022,1394,797
5197,1616,55,10,53,345,47,60,34,4249,6252,1087,461,3766,6328
5097,3838,55,18,26,175,41,53,587,4391,4603,5761,347,2491,3881
2527,1022,55,10,31,315,47,62,831,5591,5689,3723,733,5598,893
1038,325,55,10,48,20,49,58,672,5908,2007,5405,537,1790,5835
1495,3102,55,10,28,175,21,11,707,5689,444,1525,806,1784,6020
564,5982,55,18,28,175,45,23,2090,5263,266,6389,512,1091,1985
1203,989,55,18,48,150,55,54,494,2314,4422,4271,349,5070,994
3900,3558,55,15,43,286,42,68,1863,5594,2178,3154,1137,5497,6403
6359,5300,55,10,45,364,53,55,2052,2135,879,4542,627,3794,5578
3089,1332,55,18,64,84,51,55,1434,519,2254,2674,1204,2696,1579
3949,4684,55,22,53,12,44,31,605,6128,2453,5530,917,144,5397
1147,3195,55,19,65,10,47,33,1297,4539,3470,883,947,1950,2796
4727,5362,55,22,33,137,50,57,295,5661,1091,3489,728,1796,2409
857,1267,48,19,32,136,51,55,1999,1072,3998,5981,508,3294,3207
5987,1691,48,22,29,324,40,32,34,2735,4865,2605,313,680,4512
65,1364,48,10,39,251,43,34,323,450,6223,1941,616,1590,3127
3987,5606,48,19,24,239,39,34,779,67,1564,1884,612,4224,2059
2294,4478,48,22,60,12,41,31,55,425,2948,5989,1107,4375,1601
4257,3302,48,15,58,286,44,53,1478,966,6277,5195,281,2855,3122
5481,1898,48,19,30,367,53,72,999,5756,3757,2300,467,1574,4928
1294,5163,48,22,47,185,42,41,1978,51,1807,4733,536,4713,1047
94,6012,48,19,28,224,48,50,1945,4353,1512,5848,367,2695,5890
2698,5223,48,10,27,40,43,42,2303,2637,1516,2791,335,3668,1648
1340,4503,48,7,51,4,45,40,1186,3766,2700,756,636,4944,3062
1073,917,48,19,40,136,40,50,1251,686,2134,4982,605,4624,264
5466,6009,48,22,69,12,41,49,1432,3504,2078,4030,660,3658,150
197,3150,48,17,26,195,30,28,1829,4497,6051,2516,287,1611,5094
5400,5205,48,18,54,243,41,53,55,153,5094,6367,65,5861,6202
519,5911,48,10,43,195,52,76,1082,2072,3408,4825,726,2169,1409
5959,4387,48,19,88,12,39,65,335,699,2939,5017,196,2916,2101
3116,2906,48,17,57,164,43,57,2306,3584,680,5366,864,2183,6371
3177,78,48,22,27,5,32,33,2232,817,5991,2770,928,2547,2983
1017,1707,48,10,39,177,44,49,883,3061,2775,4173,500,1798,3137
3569,448,48,10,73,195,55,60,1049,2406,3175,1560,846,2565,4315
944,5723,48,10,61,333,48,78,2492,2013,2097,4148,875,1459,1999
5304,813,48,10,31,195,46,59,2278,4946,2674,3209,884,1644,676
3944,4166,48,19,55,227,60,91,262,3943,2861,2541,725,1275,444
1997,3255,48,7,37,72,45,31,1225,3671,6150,4203,516,5450,1353
3241,3027,48,10,53,34,44,36,501,5502,3657,3098,309,4653,4465
4515,3043,48,22,65,13,52,68,445,5931,3936,3518,790,4765,528
4459,551,48,19,60,35,49,61,2443,4290,3249,6282,964,195,792
4962,969,48,10,48,84,51,61,1290,3138,2331,858,740,6015,2329
672,3805,48,17,74,5,44,46,2077,5217,2859,4216,751,4484,4372
4170,4479,48,22,49,12,43,42,1682,1103,3618,3952,1026,631,6318
5262,3682,48,10,63,170,59,83,1637,5022,3687,5295,863,1890,92
842,5995,48,10,44,40,45,57,2458,297,3886,702,894,5313,2116
5730,5003,48,19,69,13,53,51,1259,5441,2108,3992,579,694,3383
5869,747,48,18,26,345,53,66,1992,5633,3965,3509,478,6046,161
628,4598,48,10,51,175,50,64,1784,5136,161,720,458,3813,1228
440,3382,48,10,57,366,48,35,1086,6100,2561,911,736,2048,1171
1786,6027,48,22,31,83,42,25,2419,270,5079,5796,292,6240,3759
3635,1916,48,2,31,187,50,71,2309,1821,3595,4546,454,856,2566
2982,5764,48,22,52,12,40,36,1504,1212,2688,551,781,5812,4771
1757,2768,20,22,15,40,54,72,2490,1960,1997,2287,1024,4733,5761
5945,2825,20,10,63,251,42,46,1064,2346,5144,3210,639,413,3719
1784,930,20,18,52,320,38,41,2394,1778,4439,5999,784,1659,4409
2591,3508,20,19,47,111,46,57,1894,2806,5767,5094,750,4936,5818
658,2997,20,17,28,214,54,74,2597,4657,4177,6306,870,836,5110
817,514,20,10,26,234,35,40,1024,842,2099,952,530,1124,2168
3062,3021,20,19,21,136,43,49,1466,660,5921,5526,835,4868,1352
6005,2390,20,10,47,317,52,55,34,5849,548,4530,615,5620,4091
5927,498,20,19,42,93,56,50,2127,4274,4794,2545,667,2120,6052
5776,908,20,19,17,234,36,34,334,1958,1460,4318,269,6225,1918
2304,393,20,22,51,28,50,57,1986,4738,5488,2985,973,1028,5533
5213,5533,20,10,104,312,54,71,2423,2887,1843,2250,174,407,4853
1731,6010,20,18,69,338,53,73,2514,5781,3079,5670,436,5155,3031
989,3544,20,22,27,224,36,33,2516,324,5458,3620,318,2524,2544
859,5688,20,10,41,208,44,60,740,5487,4058,4942,948,406,2545
860,1608,20,10,71,40,49,60,1057,6133,3939,3352,855,4569,2296
4596,1360,20,19,36,3,39,56,1031,2367,3380,5045,534,4212,695
97,1680,20,22,75,164,51,77,497,5243,1960,985,110,3878,3096
3051,5296,20,7,59,72,45,63,877,959,1671,405,191,3283,5088
1354,1931,20,22,50,286,59,66,463,1168,5811,2280,1094,907,642
117,2042,20,18,70,344,47,57,2313,1511,4531,196,289,222,2361
4667,3045,20,22,60,13,47,59,1007,5924,3763,3842,1070,810,2438
1011,3020,20,19,25,136,42,49,1466,4844,2657,4511,541,1187,1845
1576,235,20,18,38,333,37,29,40,1121,3900,2290,304,5288,6005
2663,4859,20,15,49,161,50,59,1252,4295,1555,5479,538,684,849
4269,3557,20,18,26,175,39,42,1921,4019,5366,6268,851,5643,5616
882,5381,20,7,19,368,35,34,1037,1869,2450,1892,850,1617,1602
2221,2253,20,18,53,157,53,70,484,3939,2460,3301,803,4205,6197
1025,230,20,22,31,177,54,82,1637,2140,5801,2899,482,4307,4153
3497,2913,20,22,40,238,42,45,2443,2413,2465,3481,740,3415,5106
3551,3300,20,17,55,170,49,56,1171,1735,3569,5362,280,869,3197
3911,538,20,19,116,108,59,82,2318,5256,1667,2664,759,437,3245
4912,1975,20,10,48,40,39,40,1817,3328,4514,5593,1019,5848,3169
5490,5753,20,19,20,144,59,79,958,2289,3689,6276,823,507,4220
494,4973,20,22,70,234,47,45,1807,3363,3241,5881,886,4692,1038
3751,5283,20,18,70,107,51,70,1122,99,3446,4870,632,1086,5283
1729,5709,20,22,38,234,39,43,1873,2069,5175,505,577,508,5274
2188,4203,20,5,58,50,51,50,176,2462,2599,2308,573,6001,1937
192,6213,20,22,35,3,41,60,1290,3206,499,5891,453,5884,3317
5116,3159,20,19,36,188,47,49,979,310,6009,5923,289,749,75
3679,3485,20,19,38,214,45,41,1615,1119,5218,1137,262,1175,3714
5655,4027,20,19,39,236,42,38,144,212,1543,6186,498,4370,1921
544,4741,20,19,38,105,33,33,2235,3423,1566,1424,833,5542,6189
5895,1952,49,10,25,44,48,57,4,5951,494,4909,1135,1639,2504
2264,1190,49,22,59,348,52,68,1198,2016,2218,3980,953,5664,756
2201,3270,49,22,72,5,36,61,541,5224,2691,4585,1193,3320,2705
4553,1410,49,5,51,286,55,72,2437,3906,1810,3680,728,1908,3555
1630,2542,49,22,60,5,41,39,176,1204,1544,464,1078,2623,1765
112,2437,49,22,66,12,44,44,137,5780,2871,5672,1126,3128,4594
5369,6083,49,22,65,51,41,45,2150,923,2359,6305,665,3079,5420
948,4736,49,22,29,7,34,27,1859,2347,1084,245,1082,1565,3892
2665,28,49,10,41,40,37,31,1274,4750,2968,3661,712,1630,268
2244,3441,49,10,67,79,50,44,1738,939,5937,6375,628,5611,5451
852,4459,49,19,27,214,38,39,668,5141,125,3814,1021,4229,4667
4818,2231,49,10,35,364,36,45,1161,2778,1265,3699,718,2713,6073
6403,4486,49,10,52,164,52,54,1295,5773,5885,5934,358,4165,4883
257,4460,49,19,25,214,39,18,2134,4280,4870,2895,314,1532,5022
193,2022,49,10,22,82,48,57,535,3003,1986,117,579,2839,3091
3915,3438,49,22,46,255,46,58,563,2929,2966,506,1115,1455,985
2170,4792,49,19,12,136,52,63,1605,1437,2239,3505,615,2576,1417
3638,1936,49,22,25,343,55,89,87,5356,5952,3410,185,71,3259
750,1780,49,10,43,234,43,56,2572,4365,3767,2129,454,187,2611
3236,6187,49,10,51,234,33,43,1416,3150,5068,3630,779,5876,1236
4760,4494,49,19,42,192,48,64,2477,5960,5510,968,465,3369,5758
6330,6044,49,10,68,320,58,68,2097,581,5036,673,470,1712,3269
5824,2926,49,17,72,5,53,74,1983,5228,2365,3467,1033,3345,1158
5284,1774,49,10,31,366,33,27,1592,2584,531,828,761,4021,3448
5921,3612,49,10,63,251,55,40,915,4980,2487,2726,569,1825,1950
4240,3623,49,18,38,175,47,64,1369,3288,2980,2567,316,1972,5793
1148,1048,49,10,88,104,50,66,171,3229,1249,4200,918,3098,614
5149,2869,49,17,29,85,41,27,1843,1303,3722,6109,1076,5406,6321
868,2479,49,10,61,12,31,33,1473,3795,1800,2194,1060,1913,4882
736,349,49,10,62,277,56,78,198,251,4688,2983,270,739,2374
1480,1284,49,16,28,188,40,49,2438,6335,4812,3768,296,1642,2081
798,5143,49,10,52,251,51,56,287,4103,2571,946,497,2304,1907
1999,3995,49,7,43,234,43,42,2250,3218,6109,881,273,1785,5044
1666,2411,49,10,24,364,40,42,2539,2101,1043,265,1160,3253,3000
1656,3783,49,10,53,12,42,42,605,6129,1557,4397,487,4242,5066
4439,437,49,5,61,20,42,42,1674,4121,6008,1332,733,1891,6275
1344,4514,49,19,38,224,53,63,2325,2316,4690,5764,328,337,6038
2947,3044,49,22,57,13,39,52,1284,5909,3620,3843,171,5341,3792
2115,5103,49,18,44,369,43,35,634,2001,157,2455,479,5736,2864
5929,1657,49,23,49,105,47,50,1766,5946,6254,4618,1057,1716,382
5495,4346,49,18,49,177,23,30,118,1464,4304,1650,304,2654,2305
5874,2474,49,15,39,201,30,35,1264,5840,2548,1036,861,3169,3357
3305,1062,49,22,51,234,49,40,1250,1678,2230,2836,453,5888,4835
4804,4243,49,18,24,36,38,19,2506,5235,1313,4023,274,6007,4909
5748,2990,49,18,19,187,51,59,1300,5707,5652,3626,594,3392,738
1468,3499,46,18,81,245,53,49,2490,559,2684,4308,759,4972,6216
5478,5940,46,7,70,357,47,38,348,5929,2867,1512,63,2110,1946
5536,3249,46,10,51,336,37,43,34,4341,4044,1933,280,4404,4252
1487,5131,46,19,34,131,55,76,1990,1139,3708,2893,740,3532,3679
6051,4939,46,5,24,255,41,56,176,2466,1120,463,56,3109,4889
363,1177,46,22,42,13,38,36,2144,4834,6289,1871,442,2208,5127
2765,5083,46,19,52,164,58,81,2480,1230,5420,5477,932,1355,5250
1870,23,46,22,36,189,42,41,339,6319,2117,4502,435,469,3012
4525,3242,46,10,84,255,48,63,925,688,1392,749,1082,6227,1916
5343,2712,46,10,67,195,49,83,1933,134,1017,5399,1056,3649,64
2904,2610,46,15,48,100,56,69,64,150,4309,4012,334,3650,1535
3846,1980,46,19,39,252,40,39,986,3164,5555,5046,496,1422,1404
3323,5266,46,10,51,369,39,44,1851,1751,228,2759,690,575,3909
5879,4716,46,10,35,296,42,48,125,5120,295,1222,473,2589,4706
3222,5795,46,16,29,138,50,53,2155,3053,888,4315,518,2080,1131
5960,2312,46,11,40,70,33,21,176,3972,4988,1024,1136,4864,4155
3887,1044,46,10,32,34,39,41,1105,3330,4574,1684,601,1946,3443
4848,1627,46,18,52,84,53,34,2425,3100,3090,2883,1017,4930,2533
290,2961,46,22,42,234,48,66,1089,555,3471,4458,803,5547,4150
4489,740,46,10,48,251,46,62,304,1263,3652,2048,359,1339,2651
2103,4406,46,19,42,234,40,38,148,4935,697,2221,637,2619,2709
1461,3265,46,10,42,234,40,43,1000,4459,2467,842,352,1582,1914
4380,2970,46,10,48,40,35,34,1632,3777,3420,2767,480,3240,284
2611,3192,46,19,32,82,51,48,950,984,658,5102,365,2539,1123
4329,1883,46,19,56,164,56,71,698,4081,1063,4795,687,184,38
5144,3226,46,18,32,72,37,24,593,2261,2708,1895,590,5601,4671
2226,5380,46,10,58,34,42,26,1309,5814,1506,2925,858,4123,4557
5150,225,46,19,36,83,47,38,407,1727,4366,186,322,3146,6192
1575,2809,46,22,36,234,49,37,432,3803,1245,4814,334,2438,4396
883,2732,46,19,84,164,51,80,2376,1347,2763,3040,1029,4822,2367
491,3056,46,22,51,286,43,38,1783,3251,6098,694,493,412,673
6320,1983,46,19,51,193,45,74,28,3085,951,4712,636,4919,2126
1263,68,46,22,62,43,40,21,354,3422,1513,192,605,584,3889
3138,3812,46,19,25,136,42,57,428,871,1359,4051,493,4646,4629
3836,2252,46,22,49,65,49,52,76,6233,4796,3957,1029,4665,6092
4668,4340,46,18,43,40,46,48,553,3419,665,2929,350,4976,1478
795,5782,46,5,59,195,40,68,1355,249,1045,3803,621,2984,3275
359,1834,46,22,43,70,31,14,618,2088,558,6251,1027,4385,1504
297,1504,46,10,95,294,50,62,831,4485,5983,2614,470,477,4411
3524,4763,46,7,17,175,42,51,1475,5284,3331,5254,641,5451,2575
1370,1435,46,18,34,255,54,76,558,4446,2664,1757,623,856,1188
5035,254,46,15,43,40,47,58,1501,3886,2208,421,1181,3900,1650
4162,2551,46,22,48,239,47,36,278,4789,6100,1633,463,2581,5632
4043,1686,46,22,50,336,50,46,1372,2172,5832,1266,615,2673,2874
4621,595,33,18,51,255,51,79,2293,4819,431,6273,492,1728,5791
6281,2399,33,22,57,72,44,51,1925,4070,2454,5086,847,3428,440
5048,4771,33,19,74,166,50,55,1881,6088,6305,5458,492,4857,5894
1579,4552,33,10,28,317,46,79,1122,1849,2489,1559,1057,1440,3907
3555,4326,33,18,27,361,33,58,2116,100,3003,1638,633,4745,1357
3013,2475,33,22,61,3,44,43,1086,1625,2100,3107,72,4485,435
1916,5994,33,7,32,234,34,46,607,2733,5774,4757,298,4157,6309
1474,3824,33,22,33,175,46,54,607,4740,2451,6330,335,3848,3819
5831,2574,33,5,64,147,59,71,2402,4430,176,2136,586,2658,5008
1535,2335,33,22,53,12,40,35,2121,5501,2582,3148,495,1729,4073
870,2859,33,18,44,192,39,65,2375,919,1099,1008,481,5013,3742
6379,4966,33,16,43,93,45,56,816,4016,2004,4493,1120,5282,4162
2566,3310,33,22,59,267,43,51,2375,2054,3938,3329,836,2523,4006
5161,2493,33,22,54,7,39,38,2615,511,4296,3740,214,2792,2883
5618,216,33,2,57,103,43,73,1043,683,2661,3053,421,5215,1029
6238,2938,33,10,32,24,32,17,2340,1786,3454,797,448,85,1284
4325,904,33,22,68,16,56,75,1925,5942,4398,5495,813,3520,788
1036,1610,33,22,64,40,51,59,1379,6134,3884,3397,635,2774,1856
392,3591,33,22,58,7,37,37,620,1280,474,5978,698,253,4238
814,4125,33,22,39,354,51,58,2443,3101,3695,3844,1225,4585,618
240,1292,33,10,67,13,39,49,1498,4829,2259,4283,19,5740,934
5986,5232,33,16,38,188,44,39,2335,1781,5457,1509,997,3257,2369
159,1494,33,10,50,336,27,23,777,761,6060,4681,909,4530,5494
6218,2056,33,22,33,159,51,79,1967,4178,5263,5864,480,163,3605
3744,4462,33,4,35,3,36,24,1315,4140,2216,6080,728,3905,2936
4310,5035,33,22,91,171,56,78,1731,5213,1643,1436,841,4988,1899
835,2159,33,18,33,238,42,56,2360,3016,1689,1010,482,5454,2791
4595,2317,33,22,82,177,44,74,1933,2914,409,3918,576,3088,5748
145,3891,33,18,30,345,41,60,2614,1129,5731,3776,611,3340,5792
1253,1726,33,22,45,195,49,60,1838,3608,3092,3378,610,4652,2277
4174,63,33,10,56,34,54,69,1050,5218,3318,1588,769,1741,3440
517,5564,33,22,64,100,26,37,429,3620,3084,2266,842,5583,515
84,1796,33,15,42,255,53,62,1720,5714,5877,5877,540,6052,2468
1522,1459,33,18,63,331,60,73,1352,4958,2223,1447,525,4529,30
5337,3291,33,22,63,3,42,39,1294,2824,3235,5098,599,114,81
2158,372,33,10,72,66,45,41,2157,5953,3106,3790,632,270,5757
1571,764,33,10,18,175,52,82,1475,5287,4125,4366,45,2705,590
3984,4021,33,22,64,3,37,40,560,6336,719,5239,822,1852,4920
741,2929,33,18,58,339,54,65,2597,5410,2250,3068,926,3346,2669
3998,6152,33,19,35,136,55,65,2044,2990,4189,1864,645,2019,2706
3420,5015,55,10,35,345,49,60,847,4710,2328,2840,489,4489,4725
2067,6045,55,10,57,35,46,40,2497,4602,910,4071,788,1074,2093
3526,2038,55,17,57,188,38,40,1381,3666,4009,1558,587,2627,2711
102,1252,55,10,49,70,45,27,1588,5744,1792,1302,529,4906,2551
2479,818,55,10,24,317,39,37,609,1730,297,5955,14,2964,5144
1970,4752,55,10,49,187,51,77,80,2070,2558,936,650,5597,5268
3293,3843,55,10,14,251,57,66,89,2532,1221,5811,636,1361,526
4224,604,55,17,32,169,50,68,1412,3224,6135,2063,819,3288,6292
2014,711,55,15,36,187,40,62,1396,3748,5930,5610,599,4531,858
6303,753,55,10,43,161,46,57,1089,962,744,826,824,5031,1290
3521,4622,55,10,42,40,54,37,2517,6260,2554,5711,1155,715,5159
3088,2753,55,22,62,72,49,62,1504,795,3992,4328,927,5246,244
308,1750,55,19,31,202,41,63,1625,2563,1207,2918,519,5774,3700
5078,4364,55,19,31,234,44,23,353,3960,2151,3721,1048,3853,6147
644,2165,55,22,25,136,48,40,839,70,2855,3419,438,5545,1911
4198,6227,55,22,24,175,43,54,230,551,2944,3077,818,185,4488
5406,221,55,18,46,336,40,30,162,4444,3519,1259,1220,305,5455
5186,1264,55,10,38,34,49,48,2119,400,1829,3663,462,1993,4467
1685,92,55,18,59,325,42,67,1540,5832,3227,591,1150,1794,2906
4559,2134,55,19,27,85,42,56,1190,4997,1399,5377,1229,4247,5262
3752,4717,55,22,31,296,24,47,2621,835,1307,781,517,1109,2230
6351,4960,55,5,66,159,47,51,1252,3519,220,5527,765,5657,3821
5544,858,55,18,30,177,48,56,735,2951,3465,504,866,4816,2956
5165,1595,55,22,68,111,43,45,610,1689,3104,3748,142,4597,3636
839,4154,55,19,17,138,54,89,2578,1418,2115,3531,518,4282,5083
4042,2240,55,18,32,317,46,58,22,2244,5250,1306,1001,4134,3143
2207,1556,55,22,84,5,38,45,2077,1096,1572,5209,854,5768,2028
5728,1127,55,18,41,319,36,61,558,6119,3861,3837,588,2970,5592
3619,3764,55,10,41,62,30,37,1208,3406,5137,4873,83,136,3363
1750,3831,55,19,40,3,47,56,2127,4253,215,1164,337,2487,2221
4900,4262,55,19,96,342,59,78,114,194,1072,839,714,3594,4540
2846,3654,55,22,40,10,43,51,1579,1336,4284,4277,22,4504,5177
5832,979,55,22,21,369,45,51,2479,905,530,1661,610,550,6111
2855,4618,55,17,63,84,34,50,1153,3665,4410,5009,763,3869,5131
2966,961,55,22,52,3,28,45,707,3618,5696,6142,68,1062,3287
5237,2627,55,17,24,239,33,29,2292,5153,130,5645,799,4288,1674
1651,3326,55,10,38,47,36,42,2313,3187,5782,4599,528,4405,4484
3610,5314,55,10,57,44,46,64,2135,5420,3851,1578,593,2053,1768
2787,5128,55,22,44,5,40,37,610,172,1701,5037,694,3199,3450
1467,4155,55,7,68,159,51,51,1881,3181,1370,5126,484,1952,5846
1359,5595,55,18,22,51,40,50,672,27,3108,5703,306,4008,2771
400,5532,55,19,57,169,55,64,1051,1685,4347,4986,757,1076,5898
2198,3576,8,10,27,369,27,40,874,5321,4992,584,599,643,3648
4627,3525,8,18,26,330,47,75,1749,4530,6028,1833,1135,79,5969
463,60,8,18,36,41,40,41,1866,5705,3168,3767,780,4191,2854
435,1725,8,16,42,192,44,29,247,161,2039,2382,300,4398,2754
605,2897,8,16,24,214,38,14,1717,271,3440,2053,298,3740,2608
964,191,8,22,35,9,35,22,1936,5348,2093,3449,23,5869,5899
3571,2249,8,5,68,345,44,71,392,2828,150,3742,63,2780,5985
6133,4109,8,19,34,22,41,55,1782,3644,6188,4883,469,3306,1926
1188,1163,8,18,51,161,57,70,1096,4101,4584,3938,632,1917,3831
1563,3081,8,18,31,332,56,60,681,5319,3616,3054,786,4439,6152
5589,1546,8,10,25,361,43,50,751,2572,1827,3576,1078,1916,2269
1173,2044,8,3,63,195,42,40,1406,2105,1653,5554,439,1040,3865
427,2965,8,19,29,131,51,56,2483,6214,2963,3527,497,1769,2042
1019,2128,8,7,34,40,43,33,820,2644,854,662,452,4557,3968
1053,806,8,22,23,234,33,17,830,3352,503,5726,276,1078,6024
3135,1371,8,10,69,300,36,57,80,4050,714,1603,1144,3656,3098
1417,124,8,22,30,34,52,75,558,6121,2565,1118,1121,5670,2311
1279,918,8,19,36,136,45,52,306,4652,686,4415,504,416,1595
2237,6002,8,22,57,7,45,25,681,6040,2789,3022,1153,482,1774
1130,85,8,17,13,131,48,53,2273,1721,1104,1388,451,150,291
4880,6142,8,18,38,251,43,36,1035,6087,2281,4183,309,4289,3495
3394,3541,8,22,43,62,48,42,605,4881,2567,1804,1070,890,6158
4496,4617,8,17,65,348,53,46,316,5612,1038,6320,487,900,3919
3340,3768,8,18,25,72,31,36,1862,3786,2023,194,291,2797,1812
2153,3710,8,22,61,49,49,49,2279,2303,3472,4179,694,3929,617
4259,4810,8,22,60,13,39,28,1912,5731,1818,3103,602,4327,6119
907,380,8,7,63,336,44,56,1198,3441,270,4091,483,3767,4533
